Title,Release Year,Duration,Director,Main Cast,Genres,Streaming Availability
Army of Darkness,1992,81 min.,Sam Raimi,"Bruce Campbell, Marcus Gilbert, Ian Abercrombie","Comedy, Fantasy, Horror Comedy",
Her,2013,126 min.,Spike Jonze,"Joaquin Phoenix, Scarlett Johansson, Amy Adams","Comedy Drama, Drama, Romance",
Apollo 13,1995,140 min.,Ron Howard,"Tom Hanks, Kevin Bacon, Gary Sinise","Adventure Drama, Adventure, Based-on-20th-Century-Literature",
Band of Brothers,2001,705 min.,"David Frankel,  Mikael Salomon, Tom Hanks, David Leland, Richard Loncraine, David Nutter, Phil Alden Robinson, Tony To","Scott Grimes, Damian Lewis, Ron Livingston","Action, Based-on-a-True-Story, Combat Films",
Cries and Whispers,1972,91 min.,Ingmar Bergman,"Kari Sylwan, Ingrid Thulin, Liv Ullmann","Drama, Ensemble Film, Family Drama",
A Streetcar Named Desire,1951,125 min.,Elia Kazan,"Vivien Leigh, Kim Hunter, Karl Malden","Based-on-Theatre, Drama, Marriage Drama",
To Have and Have Not,1944,100 min.,Howard Hawks,"Walter Brennan, Lauren Bacall, Dolores Moran","Based-on-20th-Century-Literature, Drama, Film Noir",
Who Framed Roger Rabbit,1988,104 min.,Robert Zemeckis,"Bob Hoskins, Christopher Lloyd, Charles Fleischer","Animation, Comedy, Detective Film",
The Conformist,1970,107 min.,Bernardo Bertolucci,"Jean-Louis Trintignant, Stefania Sandrelli, Gastone Moschin","Drama, Foreign Language Film, Political Drama",
Arrival,2016,116 min.,Denis Villeneuve,"Amy Adams, Jeremy Renner, Forest Whitaker","Alien Invasion Films, Based-on-20th-Century-Literature, Drama",
The Cabinet of Dr. Caligari,1920,72 min.,Robert Wiene,"Werner Krauss, Conrad Veidt, Friedrich Feher","Costume Horror, German Expressionist Film, Gothic Film",
Wait Until Dark,1967,108 min.,Terence Young,"Audrey Hepburn, Alan Arkin, Richard Crenna","Based-on-Theatre, Crime Drama, Crime Thriller",
28 Days Later...,2002,113 min.,Danny Boyle,"Megan Burns, Christopher Eccleston, Cillian Murphy","Dystopian Film, Horror, Monster Film",
To Catch a Thief,1955,106 min.,Alfred Hitchcock,"Cary Grant, Grace Kelly, Jesse Royce Landis","Based-on-20th-Century-Literature, Mystery, Romance",
Night of the Living Dead,1968,96 min.,George A. Romero,"Duane Jones, Karl Hardman, Keith Wayne","Apocalyptic Film, Horror, Monster Film",
The Wolf of Wall Street,2013,180 min.,Martin Scorsese,"Leonardo DiCaprio, Margot Robbie, Kyle Chandler","Based-on-21st-Century-Literature, Based-on-a-True-Story, Biopic",
Z,1969,127 min.,Costa-Gavras,"Yves Montand, Jean-Louis Trintignant, Jacques Perrin","Crime Thriller, Crime, Drama",
In Bruges,2008,107 min.,Martin McDonagh,"Ralph Fiennes, Clémence Poésy, Jérémie Renier","Black Comedy, Buddy Film, Comedy Drama",
The Ox-Bow Incident,1943,75 min.,William A. Wellman,"Henry Fonda, Dana Andrews, Mary Beth Hughes","Message Movie, Western",
Moon,2009,97 min.,Duncan Jones,"Sam Rockwell, Kevin Spacey, Dominique McElligott","Drama, Psychological Sci-Fi, Science Fiction",
Ex Machina,2015,108 min.,Alex Garland,"Domhnall Gleeson, Oscar Isaac, Alicia Vikander","Cyborg / Android / Robot, Psychological Sci-Fi, Psychological Thriller",
Ordet,1955,126 min.,Carl Theodor Dreyer,"Henrik Malberg, Emil Hass Christensen, Cay Kristiansen","Based-on-Theatre, Drama, Foreign Language Film",
Get Out,2017,103 min.,Jordan Peele,"Daniel Kaluuya, Allison Williams, Catherine Keener","Horror, Psychological Horror, Psychological Thriller",
The Lost Weekend,1945,101 min.,Billy Wilder,"Ray Milland, Jane Wyman, Phillip Terry","Addiction Drama, Drama, Film Noir",
Dirty Harry,1971,102 min.,Don Siegel,"Reni Santoni, Clint Eastwood, John Vernon","Action Thriller, Action, Crime",
Elevator to the Gallows,1958,88 min.,Louis Malle,"Jeanne Moreau, Maurice Ronet, Georges Poujouly","Crime, Foreign Language Film, French New Wave",
The Last Detail,1973,104 min.,Hal Ashby,"Jack Nicholson, Otis Young, Randy Quaid","Buddy Film, Comedy Drama, Military Comedy",
Everything Everywhere All at Once,2022,132 min.,"Dan Kwan, Daniel Scheinert","Michelle Yeoh, Stephanie Hsu, Ke Huy Quan","Action Comedy, Action, Comedy",
The Awful Truth,1937,91 min.,Leo McCarey,"Cary Grant, Irene Dunne, Ralph Bellamy","Comedy, Screwball Comedy",
V for Vendetta,2006,132 min.,James McTeigue,"Natalie Portman, Hugo Weaving, Stephen Rea","Action, Action Thriller, Based-on-Comics",
The Invisible Man,1933,71 min.,James Whale,"Claude Rains, Gloria Stuart, William Harrigan","Based-on-19th-Century-Literature, Horror, Sci-Fi Horror",
The African Queen,1951,105 min.,John Huston,"Humphrey Bogart, Katharine Hepburn, Robert Morley","Adventure Drama, Adventure, Based-on-20th-Century-Literature",
Blue Velvet,1986,120 min.,David Lynch,"Isabella Rossellini, Kyle MacLachlan, Dennis Hopper","Americana, Crime Thriller, Crime",
Last Year at Marienbad,1961,94 min.,Alain Resnais,"Delphine Seyrig, Giorgio Albertazzi, Sacha Pitoeff","Avant-garde / Experimental, Drama, Foreign Language Film",
Mildred Pierce,1945,111 min.,Michael Curtiz,"Joan Crawford, Jack Carson, Zachary Scott","Crime Drama, Crime, Drama",
The Dark Knight Rises,2012,164 min.,Christopher Nolan,"Christian Bale, Tom Hardy, Anne Hathaway","Action Thriller, Action, Based-on-Comics",
The Road Warrior,1981,95 min.,George Miller,"Mel Gibson, Bruce Spence, Michael Preston","Action Thriller, Action, Australian New Wave",
Toy Story 3,2010,102 min.,Lee Unkrich,"Tim Allen, Tom Hanks, John Ratzenberger","Adventure Comedy, Adventure, Animation",
Bad Day at Black Rock,1955,81 min.,John Sturges,"Spencer Tracy, Robert Ryan, Anne Francis","Mystery, Psychological Thriller, Thriller",
True Romance,1993,121 min.,Tony Scott,"Christian Slater, Dennis Hopper, Gary Oldman","Crime Thriller, Crime, Road Movie",
Stray Dog,1949,122 min.,Akira Kurosawa,"Toshirô Mifune, Takashi Shimura, Keiko Awaji","Drama, Film Noir, Foreign Language Film",
The Discreet Charm of the Bourgeoisie,1972,102 min.,Luis Buñuel,"Fernando Rey, Jean-Pierre Cassel, Stéphane Audran","Avant-garde / Experimental, Black Comedy, Comedy",
The Nightmare Before Christmas,1993,76 min.,Henry Selick,"Chris Sarandon, William Hickey, Paul Reubens","Animated Musical, Animation, Family-Oriented Fantasy",
The Dirty Dozen,1967,145 min.,Robert Aldrich,"Charles Bronson, Jim Brown, John Cassavetes","Adventure, Ensemble Film, New Hollywood",
Men in Black,1997,98 min.,Barry Sonnenfeld,"Tommy Lee Jones, Will Smith, Linda Fiorentino","Action Comedy, Action, Alien Invasion Films",
Belle de jour,1967,101 min.,Luis Buñuel,"Catherine Deneuve, Jean Sorel, Michel Piccoli","Drama, Erotic Drama, Foreign Language Film",
Almost Famous,2000,162 min.,Cameron Crowe,"Patrick Fugit, Billy Crudup, Kate Hudson","Comedy Drama, Coming-of-Age, Drama",
Logan,2017,135 min.,James Mangold,"Hugh Jackman, Patrick Stewart, Boyd Holbrook","Action, Based-on-Comics, Cyborg / Android / Robot",
Tombstone,1993,134 min.,George P. Cosmatos,"Kurt Russell, Val Kilmer, Sam Elliott","Revisionist Western, Western",
The Magnificent Ambersons,1942,88 min.,Orson Welles,"Joseph Cotten, Anne Baxter, Tim Holt","Drama, Family Drama, Period Film",
Pather Panchali,1955,122 min.,Satyajit Ray,"Kanu Bannerjee, Karuna Bannerjee, Subir Bannerjee","Based-on-20th-Century-Literature, Drama, Family Drama",
Perfect Blue,1997,81 min.,Satoshi Kon,"Junko Iwao, Rica Matsumoto, Shinpachi Tsuji","Animation, Anime, Crime Thriller",
Akira,1988,124 min.,Katsuhiro Ôtomo,"Mitsuo Iwata, Nozomu Sasaki, Tesshô Genda","Action, Animation, Anime",
Pirates of the Caribbean: The Curse of the Black Pearl,2003,143 min.,Gore Verbinski,"Johnny Depp, Keira Knightley, Orlando Bloom","Adventure Comedy, Adventure, Costume Adventure",
Being John Malkovich,1999,112 min.,Spike Jonze,"John Cusack, Cameron Diaz, John Malkovich","Comedy, Fantasy Comedy, Fantasy",
High Plains Drifter,1973,105 min.,Clint Eastwood,"Clint Eastwood, Verna Bloom, Marianna Hill","Outlaw, Revenge Film, Revisionist Western",
Boogie Nights,1997,156 min.,Paul Thomas Anderson,"Mark Wahlberg, Burt Reynolds, Julianne Moore","Comedy Drama, Drama, Ensemble Film",
Total Recall,1990,113 min.,Paul Verhoeven,"Arnold Schwarzenegger, Rachel Ticotin, Sharon Stone","Action Thriller, Action, Adventure",
Cleo from 5 to 7,1962,90 min.,Agnès Varda,"Dominique Davray, Corinne Marchand, Antoine Bourseiller","Comedy, Drama, Female-Directed Film",
Jules and Jim,1962,105 min.,François Truffaut,"Jeanne Moreau, Oskar Werner, Henri Serre","Costume Romance, Drama, Foreign Language Film",
A Separation,2011,123 min.,Asghar Farhadi,"Peyman Maadi, Leila Hatami, Sareh Bayat","Drama, Ensemble Film, Foreign Language Film",
What Ever Happened to Baby Jane?,1962,134 min.,Robert Aldrich,"Bette Davis, Joan Crawford, Victor Buono","Drama, Gothic Film, Horror",
All That Jazz,1979,123 min.,Bob Fosse,"Roy Scheider, Jessica Lange, Leland Palmer","Drama, Fantasy, Jukebox Musical",
Your Name,2016,106 min.,Makoto Shinkai,"Ryunosuke Kamiki, Mone Kamishiraishi, Masami Nagasawa","Animation, Anime, Coming-of-Age",
Raising Arizona,1987,94 min.,Joel & Ethan Coen,"Nicolas Cage, Holly Hunter, Trey Wilson","Comedy, Crime Comedy, Crime",
Thief,1981,122 min.,Michael Mann,"Tuesday Weld, Willie Nelson, James Caan","Based-on-20th-Century-Literature, Caper, Crime Thriller",
Captain America: The Winter Soldier,2014,136 min.,"Anthony Russo, Joe Russo","Chris Evans, Scarlett Johansson, Samuel L. Jackson","Action, Action Thriller, Based-on-Comics",
Videodrome,1983,89 min.,David Cronenberg,"James Woods, Sonja Smits, Deborah Harry","Body Horror, Cyberpunk / Tech Noir, Horror",
Midnight Cowboy,1969,113 min.,John Schlesinger,"Dustin Hoffman, Jon Voight, Sylvia Miles","Buddy Film, Drama, New Hollywood",
Moonrise Kingdom,2012,94 min.,Wes Anderson,"Bruce Willis, Edward Norton, Bill Murray","Childhood Drama, Comedy Drama, Coming-of-Age",
Avengers: Endgame,2019,183 min.,"Anthony Russo, Joe Russo","Robert Downey Jr., Chris Evans, Mark Ruffalo","Action, Adventure, Alien Invasion Films",
Serenity,2005,119 min.,Joss Whedon,"Nathan Fillion, Adam Baldwin, Jewel Staite","Action, Based-on-Television, Dystopian Film",
Patton,1970,172 min.,Franklin J. Schaffner,"George C. Scott, Karl Malden, Edward Binns","Based-on-20th-Century-Literature, Based-on-a-True-Story, Biopic",
Marty,1955,91 min.,Delbert Mann,"Ernest Borgnine, Betsy Blair, Jerry Paris","Drama, Romance, Romantic Drama",
Kiki's Delivery Service,1989,103 min.,Hayao Miyazaki,"Minami Takayama, Rei Sakuma, Kappei Yamaguchi","Adventure, Animation, Anime",
Requiem for a Dream,2000,102 min.,Darren Aronofsky,"Ellen Burstyn, Jared Leto, Jennifer Connelly","Addiction Drama, Based-on-20th-Century-Literature, Drama",
The Man Who Would Be King,1975,129 min.,John Huston,"Michael Caine, Christopher Plummer, Sean Connery","Adventure, Based-on-19th-Century-Literature, Buddy Film",
All Quiet on the Western Front,1930,130 min.,Lewis Milestone,"Raymond Smith, George ""Slim"" Summerville, Lew Ayres","Action, Anti-War Film, Based-on-20th-Century-Literature",
Fail-Safe,1964,112 min.,Sidney Lumet,"Dan O'Herlihy, Walter Matthau, Frank Overton","Disaster Film, Drama, Political Thriller",
"Rome, Open City",1945,100 min.,Roberto Rossellini,"Aldo Fabrizi, Anna Magnani, Marcello Pagliero","Drama, Foreign Language Film, Italian Neorealism",
Band of Outsiders,1964,95 min.,Jean-Luc Godard,"Anna Karina, Sami Frey, Claude Brasseur","Crime Drama, Crime, Drama",
Sin City,2005,124 min.,"Frank Miller, Robert Rodriguez, Quentin Tarantino","Bruce Willis, Mickey Rourke, Clive Owen","Action Thriller, Action, Anthology Film",
The Lady from Shanghai,1947,87 min.,Orson Welles,"Everett Sloane, Rita Hayworth, Ted de Corsia","Based-on-20th-Century-Literature, Crime, Femme Fatale",
Hud,1963,112 min.,Martin Ritt,"Paul Newman, Patricia Neal, Brandon de Wilde","Americana, Drama, Western",
Cinema Paradiso,1988,155 min.,Giuseppe Tornatore,"Philippe Noiret, Jacques Perrin, Salvatore Cascio","Coming-of-Age, Drama, Foreign Language Film",
They Live,1988,93 min.,John Carpenter,"Roddy Piper, Keith David, Meg Foster","Action, Alien Invasion Films, Based-on-20th-Century-Literature",
The Producers,1968,88 min.,Mel Brooks,"Zero Mostel, Gene Wilder, Kenneth Mars","Comedy, Farce, Satire",
Before Midnight,2013,108 min.,Richard Linklater,"Ethan Hawke, Julie Delpy, Seamus Davey-Fitzpatrick","Drama, Marriage Drama, Romance",
Goldfinger,1964,110 min.,Guy Hamilton,"Sean Connery, Gert Fröbe, Honor Blackman","Action Thriller, Action, Adventure",
The Asphalt Jungle,1950,112 min.,John Huston,"Louis Calhern, James Whitmore, Sam Jaffe","Caper, Crime Thriller, Crime",
Kiss Me Deadly,1955,104 min.,Robert Aldrich,"Ralph Meeker, Albert Dekker, Paul Stewart","Detective Film, Femme Fatale, Film Noir",
The Purple Rose of Cairo,1985,82 min.,Woody Allen,"Mia Farrow, Jeff Daniels, Danny Aiello","Comedy, Fantasy Comedy, Fantasy",
The Circus,1928,71 min.,Charles Chaplin,"George Davis, Al Ernest Garcia, Charles Chaplin","Adventure, Romance, Romantic Adventure",
Freaks,1932,64 min.,Tod Browning,"Wallace Ford, Leila Hyams, Olga Baclanova","Drama, Horror, Melodrama",
Beauty and the Beast,1946,96 min.,Jean Cocteau,"Jean Marais, Josette Day, Mila Parely","Fairy Tales and Legends, Fantasy, Foreign Language Film",
Big,1988,104 min.,Penny Marshall,"Robert Loggia, Elizabeth Perkins, Jared Rushton","Comedy, Coming-of-Age, Fantasy Comedy",
The Bourne Ultimatum,2007,115 min.,Paul Greengrass,"Matt Damon, Julia Stiles, David Strathairn","Action Thriller, Action, Based-on-20th-Century-Literature",
L'avventura,1960,141 min.,Michelangelo Antonioni,"Gabriele Ferzetti, Monica Vitti, Lea Massari","Adventure Drama, Drama, Foreign Language Film",
The Hunt,2012,106 min.,Thomas Vinterberg,"Mads Mikkelsen, Thomas Bo Larsen, Annika Wedderkopp","Drama, Foreign Language Film, Psychological Drama",
Pierrot le fou,1965,110 min.,Jean-Luc Godard,"Jean-Paul Belmondo, Anna Karina, Graziella Galvani","Avant-garde / Experimental, Drama, Foreign Language Film",
The Bourne Supremacy,2004,108 min.,Paul Greengrass,"Matt Damon, Franka Potente, Brian Cox","Action Thriller, Action, Based-on-20th-Century-Literature",
Enter the Dragon,1973,110 min.,Robert Clouse,"Bruce Lee, Jim Kelly, John Saxon","Action Thriller, Action, Crime Thriller",
My Life to Live,1962,85 min.,Jean-Luc Godard,"Anna Karina, Guylaine Schlumberger, Eric Schlumberger","Avant-garde / Experimental, Drama, Foreign Language Film",
Spider-Man,2002,121 min.,Sam Raimi,"Tobey Maguire, Kirsten Dunst, Willem Dafoe","Action, Based-on-Comics, Sci-Fi Action",
Prisoners,2013,146 min.,Denis Villeneuve,"Hugh Jackman, Jake Gyllenhaal, Viola Davis","Crime, Crime Drama, Crime Thriller",
After Hours,1985,97 min.,Martin Scorsese,"Griffin Dunne, Rosanna Arquette, Linda Fiorentino","Black Comedy, Comedy, Urban Comedy",
Five Easy Pieces,1970,98 min.,Bob Rafelson,"Jack Nicholson, Karen Black, Billy Green Bush","Drama, Family Drama, New Hollywood",
Holiday,1938,95 min.,George Cukor,"Katharine Hepburn, Cary Grant, Doris Nolan","Based-on-Theatre, Comedy, Domestic Comedy",
A Place in the Sun,1951,112 min.,George Stevens,"Montgomery Clift, Elizabeth Taylor, Shelley Winters","Drama, Psychological Drama, Romance",
The Wrestler,2008,111 min.,Darren Aronofsky,"Mark Margolis, Todd Barry, Mickey Rourke","Drama, Psychological Drama, Slice of Life",
The Birds,1963,119 min.,Alfred Hitchcock,"Tippi Hedren, Suzanne Pleshette, Rod Taylor","Horror, Natural Horror",
Deep Red,1975,126 min.,Dario Argento,"David Hemmings, Daria Nicolodi, Gabriele Lavia","Foreign Language Film, Giallo, Horror",
Man with a Movie Camera,1929,68 min.,Dziga Vertov,Mikhail Kaufman,"Avant-garde / Experimental, City Symphony film, Culture and Society",
The Evil Dead,1981,85 min.,Sam Raimi,"Bruce Campbell, Ellen Sandweiss, Betsy Baker","Haunted House Film, Horror, Monster Film",
"Lock, Stock and Two Smoking Barrels",1998,107 min.,Guy Ritchie,"Jason Flemyng, Dexter Fletcher, Nick Moran","Buddy Film, Caper, Comedy",
East of Eden,1955,115 min.,Elia Kazan,"Julie Harris, James Dean, Raymond Massey","Americana, Drama, Family Drama",
The Phantom Carriage,1921,93 min.,Victor Sjöström,"Victor Sjostrom, Hilda Borgström, Tore Svennberg","Drama, Fairy Tales and Legends, Fantasy",
Scott Pilgrim vs. the World,2010,111 min.,Edgar Wright,"Michael Cera, Mary Elizabeth Winstead, Chris Evans","Action Comedy, Action, Based-on-Comics",
Superbad,2007,113 min.,Greg Mottola,"Jonah Hill, Michael Cera, Christopher Mintz-Plasse","Buddy Film, Comedy, Sex Comedy",
La La Land,2016,128 min.,Damien Chazelle,"Emma Stone, Ryan Gosling, Finn Wittrock","Drama, Musical Romance, Musical",
Black Swan,2010,103 min.,Darren Aronofsky,"Natalie Portman, Mila Kunis, Winona Ryder","Dance Film, Drama, Mindbender",
Hiroshima mon amour,1959,90 min.,Alain Resnais,"Emmanuelle Riva, Eiji Okada","Anti-War Film, Drama, Foreign Language Film",
The Cameraman,1928,75 min.,Edward Sedgwick,"Buster Keaton, Sidney Bracey, Dick Alexander","Comedy, Romance, Romantic Comedy",
Spaceballs,1987,96 min.,Mel Brooks,"Rick Moranis, Daphne Zuniga, John Candy","Absurd Comedy, Comedy, Cyborg / Android / Robot",
F for Fake,1973,85 min.,Orson Welles,"Joseph Cotten, Richard Wilson, Orson Welles","Avant-garde / Experimental, Biography, Con Artist / Hustler",
Ninotchka,1939,110 min.,Ernst Lubitsch,"Greta Garbo, Melvyn Douglas, Ina Claire","Comedy, Romance, Romantic Comedy",
Through a Glass Darkly,1961,89 min.,Ingmar Bergman,"Harriet Andersson, Gunnar Björnstrand, Max von Sydow","Drama, Family Drama, Foreign Language Film",
Minority Report,2002,145 min.,Steven Spielberg,"Tom Cruise, Colin Farrell, Samantha Morton","Action, Based-on-20th-Century-Literature, Chase Movie",
Big Trouble in Little China,1986,99 min.,John Carpenter,"Kurt Russell, Kim Cattrall, James Hong","Action, Action Comedy, Comedy",
Animal Crackers,1930,97 min.,Victor Heerman,"Harpo Marx, Groucho Marx, Chico Marx","Absurd Comedy, Comedy, Pre-Code Hollywood",
The Verdict,1982,129 min.,Sidney Lumet,"Paul Newman, Charlotte Rampling, Jack Warden","Courtroom Drama, Drama",
Serpico,1973,130 min.,Sidney Lumet,"Al Pacino, John Randolph, Jack Kehoe","Based-on-a-True-Story, Biopic, Crime Drama",
Knives Out,2019,130 min.,Rian Johnson,"Daniel Craig, Chris Evans, Ana de Armas","Comedy Thriller, Comedy, Crime Comedy",
Au Hasard Balthazar,1966,95 min.,Robert Bresson,"Anne Wiazemsky, Walter Green, François Lafarge","Animal Picture, Drama, Foreign Language Film",
12 Years a Slave,2013,133 min.,Steve McQueen,"Chiwetel Ejiofor, Michael Fassbender, Benedict Cumberbatch","Based-on-19th-Century-Literature, Based-on-a-True-Story, Biopic",
Rushmore,1998,93 min.,Wes Anderson,"Bill Murray, Olivia Williams, Brian Cox","Comedy Drama, Coming-of-Age, Drama",
Harry Potter and the Prisoner of Azkaban,2004,141 min.,Alfonso Cuarón,"Daniel Radcliffe, Rupert Grint, Emma Watson","Adventure, Family-Oriented Adventure, Family-Oriented Fantasy",
The Right Stuff,1983,193 min.,Philip Kaufman,"Sam Shepard, Scott Glenn, Ed Harris","Adventure Drama, Adventure, Based-on-20th-Century-Literature",
Inside Llewyn Davis,2013,105 min.,Joel & Ethan Coen,"Oscar Isaac, Carey Mulligan, Justin Timberlake","Drama, Period Film",
Kagemusha,1980,162 min.,Akira Kurosawa,"Tatsuya Nakadai, Tsutomu Yamazaki, Ken'ichi Hagiwara","Based-on-a-True-Story, Combat Films, Epic",
My Darling Clementine,1946,97 min.,John Ford,"Henry Fonda, Victor Mature, Linda Darnell","Drama, Traditional Western, Western",
The Warriors,1979,92 min.,Walter Hill,"Michael Beck, James Remar, Dorsey Wright","Action, Action Thriller, Crime",
Day for Night,1973,115 min.,François Truffaut,"Jacqueline Bisset, Valentina Cortese, Alexandra Stewart","Comedy Drama, Drama, Foreign Language Film",
Straw Dogs,1971,118 min.,Sam Peckinpah,"Dustin Hoffman, Susan George, Peter Vaughan","Drama, Home Invasion Film, New Hollywood",
Amarcord,1973,123 min.,Federico Fellini,"Bruno Zanin, Pupella Maggio, Ciccio Ingrassia","Comedy Drama, Coming-of-Age, Drama",
Gilda,1946,110 min.,Charles Vidor,"Joseph Calleia, Steven Geray, Rita Hayworth","Drama, Femme Fatale, Film Noir",
Night and Fog,1956,32 min.,Alain Resnais,"Michel Bouquet, Reinhard Heydrich, Heinrich Himmler","Documentary, Essay Film, Foreign Language Film",
Don't Look Now,1973,110 min.,Nicolas Roeg,"Julie Christie, Donald Sutherland, Hilary Mason","Based-on-20th-Century-Literature, Horror, Mindbender",
Once Upon a Time ...in Hollywood,2019,161 min.,Quentin Tarantino,"Leonardo DiCaprio, Brad Pitt, Margot Robbie","Black Comedy, Comedy Drama, Drama",
Cat on a Hot Tin Roof,1958,108 min.,Richard Brooks,"Paul Newman, Elizabeth Taylor, Burl Ives","Based-on-Theatre, Drama, Ensemble Film",
High Fidelity,2000,113 min.,Stephen Frears,"John Cusack, Iben Hjejle, Todd Louiso","Comedy Drama, Comedy of Manners, Romance",
Hard Boiled,1992,126 min.,John Woo,"Chow Yun-Fat, Tony Leung Chiu Wai, Teresa Mo","Action Thriller, Action, Foreign Language Film",
"Steamboat Bill, Jr.",1928,71 min.,Charles Reisner,"Buster Keaton, Tom McGuire, Ernest Torrence","Action Comedy, Comedy, Family-Oriented Comedy",
Anchorman: The Legend of Ron Burgundy,2004,94 min.,Adam McKay,"Will Ferrell, Christina Applegate, Paul Rudd","Comedy, Media Satire, Period Film",
A Hard Day's Night,1964,87 min.,Richard Lester,"John Lennon, Paul McCartney, George Harrison","Absurd Comedy, British New Wave, Comedy",
District 9,2009,112 min.,Neill Blomkamp,"Vanessa Haywood, Sharlto Copley, David James","Action, Psychological Sci-Fi, Science Fiction",
Inherit the Wind,1960,128 min.,Stanley Kramer,"Fredric March, Spencer Tracy, Dick York","Based-on-a-True-Story, Based-on-Theatre, Courtroom Drama",
X-Men,2000,104 min.,Bryan Singer,"Hugh Jackman, Patrick Stewart, Ian McKellen","Action, Based-on-Comics, Fantasy",
Animal House,1978,109 min.,John Landis,"John Belushi, Tom Hulce, Stephen Furst","Absurd Comedy, Comedy, Gross-Out Comedy",
Sabrina,1954,113 min.,Billy Wilder,"Humphrey Bogart, Audrey Hepburn, William Holden","Comedy Drama, Romance, Romantic Comedy",
Lethal Weapon,1987,117 min.,Richard Donner,"Mel Gibson, Danny Glover, Gary Busey","Action Thriller, Action, Buddy Film",
Nightcrawler,2014,117 min.,Dan Gilroy,"Jake Gyllenhaal, Bill Paxton, Rene Russo","Crime Thriller, Crime, Media Satire",
Once Upon a Time in America,1984,229 min.,Sergio Leone,"Robert De Niro, James Woods, Elizabeth McGovern","Based-on-20th-Century-Literature, Crime Drama, Crime",
Love and Death,1975,85 min.,Woody Allen,"Diane Keaton, Woody Allen, Despo Diamantidou","Comedy of Errors, Comedy, Parody/Spoof",
The Hangover,2009,96 min.,Todd Phillips,"Ed Helms, Zach Galifianakis, Justin Bartha","Absurd Comedy, Buddy Film, Comedy",
Zombieland,2009,80 min.,Ruben Fleischer,"Jesse Eisenberg, Woody Harrelson, Emma Stone","Comedy, Girls-with-Guns, Horror Comedy",
Captain America: Civil War,2016,147 min.,"Anthony Russo, Joe Russo","Chris Evans, Anthony Mackie, Sebastian Stan","Action Thriller, Action, Based-on-Comics",
Dawn of the Dead,1978,126 min.,George A. Romero,"David Emge, Ken Foree, Scott H. Reiniger","Horror, Monster Film, Post-Apocalyptic Film",
Marathon Man,1976,125 min.,John Schlesinger,"Dustin Hoffman, Laurence Olivier, Roy Scheider","New Hollywood, Paranoid Thriller, Political Thriller",
Edge of Tomorrow,2014,113 min.,Doug Liman,"Tom Cruise, Emily Blunt, Bill Paxton","Action, Alien Invasion Films, Based-on-21st-Century-Literature",
Breakfast at Tiffany's,1961,115 min.,Blake Edwards,"George Peppard, Patricia Neal, Buddy Ebsen","Comedy Drama, Comedy of Manners, Romance",
Oppenheimer,2023,180 min.,Christopher Nolan,"Cillian Murphy, Emily Blunt, Matt Damon","Based-on-21st-Century-Literature, Based-on-a-True-Story, Biopic",
The Lion in Winter,1968,134 min.,Anthony Harvey,"Anthony Hopkins, Kenneth Griffith, Peter O'Toole","Based-on-Theatre, Drama, Family Drama",
Lost in Translation,2003,102 min.,Sofia Coppola,"Bill Murray, Scarlett Johansson, Giovanni Ribisi","Comedy Drama, Comedy of Manners, Drama",
The Day the Earth Stood Still,1951,92 min.,Robert Wise,"Michael Rennie, Patricia Neal, Hugh Marlowe","Alien Invasion Films, Apocalyptic Film, Cyborg / Android / Robot",
Invasion of the Body Snatchers,1956,80 min.,Don Siegel,"Kevin McCarthy, Dana Wynter, Larry Gates","Alien Invasion Films, Apocalyptic Film, Based-on-20th-Century-Literature",
Die Hard With a Vengeance,1995,131 min.,John McTiernan,"Bruce Willis, Jeremy Irons, Samuel L. Jackson","Action Thriller, Action, Buddy Film",
From Here to Eternity,1953,118 min.,Fred Zinnemann,"Burt Lancaster, Montgomery Clift, Deborah Kerr","Based-on-20th-Century-Literature, Drama, Ensemble Film",
Lolita,1962,152 min.,Stanley Kubrick,"James Mason, Shelley Winters, Sue Lyon","Based-on-20th-Century-Literature, Black Comedy, Comedy Drama",
Thor: Ragnarok,2017,130 min.,Taika Waititi,"Chris Hemsworth, Mark Ruffalo, Tom Hiddleston","Action, Adventure, Based-on-Comics",
Dazed and Confused,1993,103 min.,Richard Linklater,"Jason London, Wiley Wiggins, Matthew McConaughey","Comedy Drama, Coming-of-Age, Ensemble Film",
Spider-Man: Across the Spider-Verse,2023,140 min.,"Joaquim Dos Santos, Kemp Powers, Justin K. Thompson","Shameik Moore, Hailee Steinfeld, Oscar Isaac","Action, Adventure, Animation",
Ratatouille,2007,111 min.,Brad Bird,"Peter O'Toole, Ian Holm, Janeane Garofalo","Animation, Comedy, Family-Oriented Comedy",
La jetée,1962,28 min.,Chris Marker,"Jean Négroni, Hélène Chatelain, Davos Hanich","Avant-garde / Experimental, Foreign Language Film, French New Wave",
Gone Girl,2014,145 min.,David Fincher,"Ben Affleck, Rosamund Pike, Carrie Coon","Based-on-21st-Century-Literature, Drama, Mystery",
Au Revoir Les Enfants,1987,104 min.,Louis Malle,"Gaspard Manesse, Stanislas Carre de Malberg, Philippe Morier-Genoud","Childhood Drama, Coming-of-Age, Drama",
Midnight Run,1988,126 min.,Martin Brest,"Robert De Niro, Charles Grodin, Yaphet Kotto","Action Comedy, Action, Adventure Comedy",
